"","logFC","logCPM","F","PValue","FDR","geneName","fullGeneName"
"ENSG00000128045",-1.12705220930643,0.523567417763166,21.5033809733578,0.000229447995740854,0.0213698029747499,"RASL11B","RAS like family 11 member B [Source:HGNC Symbol;Acc:HGNC:23804]"
